3294	open	0	https://api.github.com/repos/bitcoin/bitcoin/issues/3294/comments
3293	open	1	https://api.github.com/repos/bitcoin/bitcoin/issues/3293/comments
3292	open	0	https://api.github.com/repos/bitcoin/bitcoin/issues/3292/comments
3291	open	0	https://api.github.com/repos/bitcoin/bitcoin/issues/3291/comments
3290	open	0	https://api.github.com/repos/bitcoin/bitcoin/issues/3290/comments
3289	open	0	https://api.github.com/repos/bitcoin/bitcoin/issues/3289/comments
3287	open	1	https://api.github.com/repos/bitcoin/bitcoin/issues/3287/comments
3286	open	1	https://api.github.com/repos/bitcoin/bitcoin/issues/3286/comments
3285	open	1	https://api.github.com/repos/bitcoin/bitcoin/issues/3285/comments
3284	open	1	https://api.github.com/repos/bitcoin/bitcoin/issues/3284/comments
3282	open	1	https://api.github.com/repos/bitcoin/bitcoin/issues/3282/comments
3281	open	1	https://api.github.com/repos/bitcoin/bitcoin/issues/3281/comments
3279	open	0	https://api.github.com/repos/bitcoin/bitcoin/issues/3279/comments
3277	open	1	https://api.github.com/repos/bitcoin/bitcoin/issues/3277/comments
3276	open	4	https://api.github.com/repos/bitcoin/bitcoin/issues/3276/comments
3274	open	0	https://api.github.com/repos/bitcoin/bitcoin/issues/3274/comments
3273	open	1	https://api.github.com/repos/bitcoin/bitcoin/issues/3273/comments
3271	open	15	https://api.github.com/repos/bitcoin/bitcoin/issues/3271/comments
3270	open	1	https://api.github.com/repos/bitcoin/bitcoin/issues/3270/comments
3269	open	1	https://api.github.com/repos/bitcoin/bitcoin/issues/3269/comments
3266	open	5	https://api.github.com/repos/bitcoin/bitcoin/issues/3266/comments
3265	open	3	https://api.github.com/repos/bitcoin/bitcoin/issues/3265/comments
3256	open	1	https://api.github.com/repos/bitcoin/bitcoin/issues/3256/comments
3254	open	6	https://api.github.com/repos/bitcoin/bitcoin/issues/3254/comments
3250	open	3	https://api.github.com/repos/bitcoin/bitcoin/issues/3250/comments
3249	open	5	https://api.github.com/repos/bitcoin/bitcoin/issues/3249/comments
3243	open	2	https://api.github.com/repos/bitcoin/bitcoin/issues/3243/comments
3242	open	1	https://api.github.com/repos/bitcoin/bitcoin/issues/3242/comments
3239	open	13	https://api.github.com/repos/bitcoin/bitcoin/issues/3239/comments
3229	open	8	https://api.github.com/repos/bitcoin/bitcoin/issues/3229/comments
3228	open	3	https://api.github.com/repos/bitcoin/bitcoin/issues/3228/comments
3227	open	3	https://api.github.com/repos/bitcoin/bitcoin/issues/3227/comments
3226	open	20	https://api.github.com/repos/bitcoin/bitcoin/issues/3226/comments
3225	open	5	https://api.github.com/repos/bitcoin/bitcoin/issues/3225/comments
3224	open	12	https://api.github.com/repos/bitcoin/bitcoin/issues/3224/comments
3220	open	8	https://api.github.com/repos/bitcoin/bitcoin/issues/3220/comments
3219	open	16	https://api.github.com/repos/bitcoin/bitcoin/issues/3219/comments
3218	open	1	https://api.github.com/repos/bitcoin/bitcoin/issues/3218/comments
3217	open	0	https://api.github.com/repos/bitcoin/bitcoin/issues/3217/comments
3214	open	7	https://api.github.com/repos/bitcoin/bitcoin/issues/3214/comments
3212	open	2	https://api.github.com/repos/bitcoin/bitcoin/issues/3212/comments
3207	open	6	https://api.github.com/repos/bitcoin/bitcoin/issues/3207/comments
3203	open	27	https://api.github.com/repos/bitcoin/bitcoin/issues/3203/comments
3201	open	1	https://api.github.com/repos/bitcoin/bitcoin/issues/3201/comments
3195	open	4	https://api.github.com/repos/bitcoin/bitcoin/issues/3195/comments
3194	open	3	https://api.github.com/repos/bitcoin/bitcoin/issues/3194/comments
3190	open	0	https://api.github.com/repos/bitcoin/bitcoin/issues/3190/comments
3182	open	9	https://api.github.com/repos/bitcoin/bitcoin/issues/3182/comments
3181	open	6	https://api.github.com/repos/bitcoin/bitcoin/issues/3181/comments
3178	open	3	https://api.github.com/repos/bitcoin/bitcoin/issues/3178/comments
3172	open	1	https://api.github.com/repos/bitcoin/bitcoin/issues/3172/comments
3171	open	0	https://api.github.com/repos/bitcoin/bitcoin/issues/3171/comments
3170	open	0	https://api.github.com/repos/bitcoin/bitcoin/issues/3170/comments
3168	open	4	https://api.github.com/repos/bitcoin/bitcoin/issues/3168/comments
3166	open	2	https://api.github.com/repos/bitcoin/bitcoin/issues/3166/comments
3157	open	5	https://api.github.com/repos/bitcoin/bitcoin/issues/3157/comments
3147	open	6	https://api.github.com/repos/bitcoin/bitcoin/issues/3147/comments
3141	open	2	https://api.github.com/repos/bitcoin/bitcoin/issues/3141/comments
3140	open	2	https://api.github.com/repos/bitcoin/bitcoin/issues/3140/comments
3136	open	4	https://api.github.com/repos/bitcoin/bitcoin/issues/3136/comments
3132	open	12	https://api.github.com/repos/bitcoin/bitcoin/issues/3132/comments
3122	open	8	https://api.github.com/repos/bitcoin/bitcoin/issues/3122/comments
3120	open	3	https://api.github.com/repos/bitcoin/bitcoin/issues/3120/comments
3118	open	1	https://api.github.com/repos/bitcoin/bitcoin/issues/3118/comments
3113	open	2	https://api.github.com/repos/bitcoin/bitcoin/issues/3113/comments
3111	open	0	https://api.github.com/repos/bitcoin/bitcoin/issues/3111/comments
3110	open	0	https://api.github.com/repos/bitcoin/bitcoin/issues/3110/comments
3095	open	3	https://api.github.com/repos/bitcoin/bitcoin/issues/3095/comments
3088	open	17	https://api.github.com/repos/bitcoin/bitcoin/issues/3088/comments
3075	open	1	https://api.github.com/repos/bitcoin/bitcoin/issues/3075/comments
3070	open	1	https://api.github.com/repos/bitcoin/bitcoin/issues/3070/comments
3063	open	2	https://api.github.com/repos/bitcoin/bitcoin/issues/3063/comments
3062	open	3	https://api.github.com/repos/bitcoin/bitcoin/issues/3062/comments
3033	open	4	https://api.github.com/repos/bitcoin/bitcoin/issues/3033/comments
3030	open	4	https://api.github.com/repos/bitcoin/bitcoin/issues/3030/comments
3025	open	14	https://api.github.com/repos/bitcoin/bitcoin/issues/3025/comments
3007	open	0	https://api.github.com/repos/bitcoin/bitcoin/issues/3007/comments
3005	open	3	https://api.github.com/repos/bitcoin/bitcoin/issues/3005/comments
3003	open	23	https://api.github.com/repos/bitcoin/bitcoin/issues/3003/comments
3002	open	10	https://api.github.com/repos/bitcoin/bitcoin/issues/3002/comments
2998	open	6	https://api.github.com/repos/bitcoin/bitcoin/issues/2998/comments
2990	open	4	https://api.github.com/repos/bitcoin/bitcoin/issues/2990/comments
2984	open	1	https://api.github.com/repos/bitcoin/bitcoin/issues/2984/comments
2983	open	2	https://api.github.com/repos/bitcoin/bitcoin/issues/2983/comments
2975	open	2	https://api.github.com/repos/bitcoin/bitcoin/issues/2975/comments
2974	open	1	https://api.github.com/repos/bitcoin/bitcoin/issues/2974/comments
2971	open	4	https://api.github.com/repos/bitcoin/bitcoin/issues/2971/comments
2966	open	7	https://api.github.com/repos/bitcoin/bitcoin/issues/2966/comments
2962	open	3	https://api.github.com/repos/bitcoin/bitcoin/issues/2962/comments
2960	open	10	https://api.github.com/repos/bitcoin/bitcoin/issues/2960/comments
2954	open	11	https://api.github.com/repos/bitcoin/bitcoin/issues/2954/comments
2936	open	10	https://api.github.com/repos/bitcoin/bitcoin/issues/2936/comments
2927	open	6	https://api.github.com/repos/bitcoin/bitcoin/issues/2927/comments
2910	open	17	https://api.github.com/repos/bitcoin/bitcoin/issues/2910/comments
2906	open	8	https://api.github.com/repos/bitcoin/bitcoin/issues/2906/comments
2900	open	47	https://api.github.com/repos/bitcoin/bitcoin/issues/2900/comments
2896	open	0	https://api.github.com/repos/bitcoin/bitcoin/issues/2896/comments
2893	open	1	https://api.github.com/repos/bitcoin/bitcoin/issues/2893/comments
2889	open	4	https://api.github.com/repos/bitcoin/bitcoin/issues/2889/comments
2887	open	1	https://api.github.com/repos/bitcoin/bitcoin/issues/2887/comments
2862	open	1	https://api.github.com/repos/bitcoin/bitcoin/issues/2862/comments
2861	open	61	https://api.github.com/repos/bitcoin/bitcoin/issues/2861/comments
2858	open	0	https://api.github.com/repos/bitcoin/bitcoin/issues/2858/comments
2853	open	2	https://api.github.com/repos/bitcoin/bitcoin/issues/2853/comments
2846	open	1	https://api.github.com/repos/bitcoin/bitcoin/issues/2846/comments
