3251	closed	2	https://api.github.com/repos/bitcoin/bitcoin/issues/3251/comments
3246	closed	1	https://api.github.com/repos/bitcoin/bitcoin/issues/3246/comments
3244	closed	10	https://api.github.com/repos/bitcoin/bitcoin/issues/3244/comments
3241	closed	1	https://api.github.com/repos/bitcoin/bitcoin/issues/3241/comments
3240	closed	5	https://api.github.com/repos/bitcoin/bitcoin/issues/3240/comments
3238	closed	6	https://api.github.com/repos/bitcoin/bitcoin/issues/3238/comments
3237	closed	9	https://api.github.com/repos/bitcoin/bitcoin/issues/3237/comments
3236	closed	11	https://api.github.com/repos/bitcoin/bitcoin/issues/3236/comments
3235	closed	3	https://api.github.com/repos/bitcoin/bitcoin/issues/3235/comments
3233	closed	2	https://api.github.com/repos/bitcoin/bitcoin/issues/3233/comments
3232	closed	2	https://api.github.com/repos/bitcoin/bitcoin/issues/3232/comments
3231	closed	2	https://api.github.com/repos/bitcoin/bitcoin/issues/3231/comments
3230	closed	3	https://api.github.com/repos/bitcoin/bitcoin/issues/3230/comments
3223	closed	1	https://api.github.com/repos/bitcoin/bitcoin/issues/3223/comments
3222	closed	1	https://api.github.com/repos/bitcoin/bitcoin/issues/3222/comments
3221	closed	1	https://api.github.com/repos/bitcoin/bitcoin/issues/3221/comments
3216	closed	5	https://api.github.com/repos/bitcoin/bitcoin/issues/3216/comments
3215	closed	1	https://api.github.com/repos/bitcoin/bitcoin/issues/3215/comments
3213	closed	3	https://api.github.com/repos/bitcoin/bitcoin/issues/3213/comments
3211	closed	4	https://api.github.com/repos/bitcoin/bitcoin/issues/3211/comments
3210	closed	2	https://api.github.com/repos/bitcoin/bitcoin/issues/3210/comments
3209	closed	2	https://api.github.com/repos/bitcoin/bitcoin/issues/3209/comments
3208	closed	2	https://api.github.com/repos/bitcoin/bitcoin/issues/3208/comments
3206	closed	0	https://api.github.com/repos/bitcoin/bitcoin/issues/3206/comments
3205	closed	1	https://api.github.com/repos/bitcoin/bitcoin/issues/3205/comments
3204	closed	3	https://api.github.com/repos/bitcoin/bitcoin/issues/3204/comments
3202	closed	2	https://api.github.com/repos/bitcoin/bitcoin/issues/3202/comments
