3293	closed	https://api.github.com/repos/bitcoin/bitcoin/issues/3293/comments
3287	closed	https://api.github.com/repos/bitcoin/bitcoin/issues/3287/comments
3283	closed	https://api.github.com/repos/bitcoin/bitcoin/issues/3283/comments
3278	closed	https://api.github.com/repos/bitcoin/bitcoin/issues/3278/comments
3275	closed	https://api.github.com/repos/bitcoin/bitcoin/issues/3275/comments
3272	closed	https://api.github.com/repos/bitcoin/bitcoin/issues/3272/comments
3268	closed	https://api.github.com/repos/bitcoin/bitcoin/issues/3268/comments
3267	closed	https://api.github.com/repos/bitcoin/bitcoin/issues/3267/comments
3264	closed	https://api.github.com/repos/bitcoin/bitcoin/issues/3264/comments
3263	closed	https://api.github.com/repos/bitcoin/bitcoin/issues/3263/comments
3262	closed	https://api.github.com/repos/bitcoin/bitcoin/issues/3262/comments
3261	closed	https://api.github.com/repos/bitcoin/bitcoin/issues/3261/comments
3260	closed	https://api.github.com/repos/bitcoin/bitcoin/issues/3260/comments
3259	closed	https://api.github.com/repos/bitcoin/bitcoin/issues/3259/comments
3258	closed	https://api.github.com/repos/bitcoin/bitcoin/issues/3258/comments
3257	closed	https://api.github.com/repos/bitcoin/bitcoin/issues/3257/comments
3255	closed	https://api.github.com/repos/bitcoin/bitcoin/issues/3255/comments
3253	closed	https://api.github.com/repos/bitcoin/bitcoin/issues/3253/comments
3252	closed	https://api.github.com/repos/bitcoin/bitcoin/issues/3252/comments
3251	closed	https://api.github.com/repos/bitcoin/bitcoin/issues/3251/comments
3248	closed	https://api.github.com/repos/bitcoin/bitcoin/issues/3248/comments
3247	closed	https://api.github.com/repos/bitcoin/bitcoin/issues/3247/comments
3246	closed	https://api.github.com/repos/bitcoin/bitcoin/issues/3246/comments
3244	closed	https://api.github.com/repos/bitcoin/bitcoin/issues/3244/comments
3241	closed	https://api.github.com/repos/bitcoin/bitcoin/issues/3241/comments
3240	closed	https://api.github.com/repos/bitcoin/bitcoin/issues/3240/comments
3238	closed	https://api.github.com/repos/bitcoin/bitcoin/issues/3238/comments
3237	closed	https://api.github.com/repos/bitcoin/bitcoin/issues/3237/comments
3235	closed	https://api.github.com/repos/bitcoin/bitcoin/issues/3235/comments
3234	closed	https://api.github.com/repos/bitcoin/bitcoin/issues/3234/comments
3233	closed	https://api.github.com/repos/bitcoin/bitcoin/issues/3233/comments
3232	closed	https://api.github.com/repos/bitcoin/bitcoin/issues/3232/comments
3231	closed	https://api.github.com/repos/bitcoin/bitcoin/issues/3231/comments
3223	closed	https://api.github.com/repos/bitcoin/bitcoin/issues/3223/comments
3222	closed	https://api.github.com/repos/bitcoin/bitcoin/issues/3222/comments
3215	closed	https://api.github.com/repos/bitcoin/bitcoin/issues/3215/comments
3211	closed	https://api.github.com/repos/bitcoin/bitcoin/issues/3211/comments
3209	closed	https://api.github.com/repos/bitcoin/bitcoin/issues/3209/comments
3208	closed	https://api.github.com/repos/bitcoin/bitcoin/issues/3208/comments
3206	closed	https://api.github.com/repos/bitcoin/bitcoin/issues/3206/comments
3205	closed	https://api.github.com/repos/bitcoin/bitcoin/issues/3205/comments
3204	closed	https://api.github.com/repos/bitcoin/bitcoin/issues/3204/comments
3199	closed	https://api.github.com/repos/bitcoin/bitcoin/issues/3199/comments
3198	closed	https://api.github.com/repos/bitcoin/bitcoin/issues/3198/comments
3197	closed	https://api.github.com/repos/bitcoin/bitcoin/issues/3197/comments
3196	closed	https://api.github.com/repos/bitcoin/bitcoin/issues/3196/comments
3193	closed	https://api.github.com/repos/bitcoin/bitcoin/issues/3193/comments
