Individuals:
qubez	0.13963963964	0.111455108359	0.137115839243	0.190156599553	0.197916666667	0.185096153846	0.161849710983	0.14465408805	0.177650429799	0.20316027088
sipa	0.238895110116	0.262049412718	0.263427109974	0.282890007189	0.291143654114	0.291709314227	0.29327563249	0.309436478826	0.30082330589	0.282954191337
tcatm	0.16796875	0.159793814433	0.162561576355	0.130952380952	0.104545454545	0.130990415335	0.142076502732	0.175257731959	0.212765957447	0.168284789644
petertodd	0.21664626683	0.214848143982	0.2329594478	0.242868785656	0.192307692308	0.194346289753	0.223148148148	0.227198697068	0.248049921997	0.213774597496
dooglus	0.147058823529	0.211151736746	0.177290836653	0.273072060683	0.161111111111	0.169741697417	0.239709443099	0.236323851204	0.187250996016	0.22029250457
davout	0.051724137931	0.0461538461538	0.0234375	0.048275862069	0.732876712329	0.113475177305	0.0824742268041	0.147727272727	0.116402116402	0.120930232558
jrmithdobbs	0.0967741935484	0.142857142857	0.406779661017	0.0813008130081	0.109289617486	0.110119047619	0.194842406877	0.198697068404	0.113402061856	0.0746666666667
rebroad	0.251695553881	0.224563953488	0.230095541401	0.227043390515	0.294046172539	0.227383863081	0.221843003413	0.253318584071	0.222857142857	0.198767334361
Diapolo	0.29346361186	0.305653021442	0.327689594356	0.305796135909	0.315858026701	0.302672467371	0.292439862543	0.303089558076	0.306651198763	0.290745597602
freewil	0.195652173913	0.127906976744	0.274193548387	0.0151515151515	0.113333333333	0.222222222222	0.2	0.0512820512821	0.201793721973	0.11
CodeShark	0.208928571429	0.17965653897	0.504978662873	0.213503649635	0.129166666667	0.121951219512	0.193236714976	0.174107142857	0.310126582278	0.0779014308426
wtogami	0.070323488045	0.165191740413	0.14932885906	0.156504065041	0.215189873418	0.132352941176	0.170579029734	0.136538461538	0.152108433735	0.181964573269
paraipan	0.04	0.103448275862	0.0454545454545	0.00877192982456	0.0176991150442	0.0185185185185	0.0735294117647	0.0877192982456	0.0705882352941	0.0959595959596
L2G	0.165094339623	0.168367346939	0.0530303030303	0.107142857143	0.178571428571	0.20207253886	0.224719101124	0.208333333333	0.167464114833	0.203187250996
alexwaters	0.129496402878	0.115702479339	0.116465863454	0.14527027027	0.13829787234	0.192411924119	0.140243902439	0.328502415459	0.1	0.191780821918
gavinandresen	0.254827586207	0.257920110193	0.255471956224	0.223307510946	0.216101694915	0.225698663426	0.248460702644	0.245860331174	0.250313676286	0.262075134168
luke-jr	0.248888888889	0.213421342134	0.179447852761	0.1756428918	0.22444127437	0.252797558494	0.232749178532	0.241009125067	0.224224224224	0.23003992016
sgimenez	0.216	0.121951219512	0.157894736842	0.462025316456	0.127777777778	0.105263157895	0.686131386861	0.0842911877395	0.0825688073394	0.104761904762
Lohoris	0.0699300699301	0.0286259541985	0.0317164179104	0.118556701031	0.162393162393	0.15625	0.107883817427	0.108474576271	0.115384615385	0.154639175258
burger2	0.18045112782	0.157024793388	0.147540983607	0.158333333333	0.182481751825	0.204081632653	0.18954248366	0.217821782178	0.0745341614907	0.0902255639098
super3	0.294117647059	0.192307692308	0.1015625	0.123711340206	0.110701107011	0.185654008439	0.138655462185	0.123529411765	0.152380952381	0.150259067358
theuni	0.190839694656	0.474548440066	0.160544217687	0.156565656566	0.173198482933	0.189102564103	0.155993431856	0.139269406393	0.165730337079	0.187654320988
sje397	0.11935483871	0.152941176471	0.316568047337	0.152912621359	0.175595238095	0.164948453608	0.190938511327	0.153024911032	0.281385281385	0.14465408805
SergioDemianLerner	0.142276422764	0.142857142857	0.169960474308	0.158054711246	0.213530655391	0.257294429708	0.164122137405	0.141509433962	0.124653739612	0.125
BitcoinPullTester	0.215053763441	0.252365930599	0.25	0.270700636943	0.25	0.337563451777	0.358695652174	0.357723577236	0.355795148248	0.352
Michagogo	0.15611814346	0.094696969697	0.0555555555556	0.0666666666667	0.159420289855	0.0643274853801	0.04	0.198895027624	0.2734375	0.189655172414
muggenhor	0.134502923977	0.110236220472	0.294797687861	0.224719101124	0.135265700483	0.279069767442	0.137457044674	0.172161172161	0.213675213675	0.166240409207
fanquake	0.223602484472	0.0687022900763	0.105263157895	0.135135135135	0.210526315789	0.154811715481	0.232727272727	0.120826709062	0.319303338171	0.130188679245
brandondahler	0.136436597111	0.116022099448	0.142857142857	0.114814814815	0.0491452991453	0.0795454545455	0.0493827160494	0.407216494845	0.112068965517	0.0971659919028
cozz	0.146892655367	0.215909090909	0.219626168224	0.175226586103	0.109677419355	0.0459016393443	0.160349854227	0.174311926606	0.232638888889	0.21875
TheBlueMatt	0.236305732484	0.247081712062	0.259121370067	0.131147540984	0.158690176322	0.236303630363	0.242682926829	0.245515120451	0.244283324038	0.260273972603
cardpuncher	0.183333333333	0.167910447761	0.0331491712707	0.481481481481	0.592592592593	0.0260416666667	0.213450292398	0.160447761194	0.299270072993	0.173076923077
jaromil	0.147368421053	0.129692832765	0.233846153846	0.730088495575	0.30487804878	0.675603217158	0.132029339853	0.150326797386	0.1640625	0.193406593407
runeksvendsen	0.123287671233	0.137820512821	0.197368421053	0.175355450237	0.132564841499	0.0691056910569	0.459459459459	0.0514705882353	0.15	0.0931174089069
codler	0.0	0.106382978723	0.0952380952381	0.0	0.0	0.0	0.0	0.05	0.0	0.0
schildbach	0.119205298013	0.195583596215	0.182692307692	0.206896551724	0.214705882353	0.180921052632	0.152416356877	0.151125401929	0.132911392405	0.164179104478
laanwj	0.274080314518	0.270727580372	0.264588329337	0.270094562648	0.261251664447	0.257142857143	0.267507378589	0.274338773213	0.28265963679	0.276656241115
xanatos	0.170802919708	0.165399239544	0.192	0.173913043478	0.111111111111	0.328358208955	0.109289617486	0.0842105263158	0.0933333333333	0.182352941176
dertin	0.014598540146	0.0526315789474	0.666666666667	0.0952380952381	0.772727272727	0.5	0.19512195122	0.72972972973	0.648648648649	0.227722772277
rdponticelli	0.818181818182	0.863636363636	0.05	0.118421052632	0.137931034483	0.154471544715	0.0594059405941	0.0	0.0	0.0615384615385
vinniefalco	0.640883977901	0.220833333333	0.410714285714	0.134831460674	0.342857142857	0.0489296636086	0.153631284916	0.0409836065574	0.692307692308	0.0493827160494
Krellan	0.149688149688	0.341346153846	0.169811320755	0.112903225806	0.170068027211	0.201465201465	0.186131386861	0.16339869281	0.079295154185	0.0728155339806
forrestv	0.0149253731343	0.524752475248	0.134920634921	0.171052631579	0.122222222222	0.0967741935484	0.142857142857	0.0659340659341	0.0704225352113	0.337962962963
mikehearn	0.336609336609	0.224452554745	0.183908045977	0.197424892704	0.224215246637	0.197732997481	0.214968152866	0.200626959248	0.21274601687	0.2374749499
jonasschnelli	0.2096	0.232441471572	0.260617760618	0.215588723051	0.195161290323	0.186289120715	0.192934782609	0.18691588785	0.209507042254	0.212863705972
robbak	0.150997150997	0.223048327138	0.158172231986	0.169877408056	0.275956284153	0.199579831933	0.192307692308	0.114503816794	0.311926605505	0.104761904762
jgarzik	0.233104799216	0.225329815303	0.20907079646	0.211758584807	0.206140350877	0.220633299285	0.219968798752	0.225011842729	0.217105263158	0.213762811127
graingert	0.0547945205479	0.0729166666667	0.125	0.164705882353	0.131147540984	0.139344262295	0.0958904109589	0.0833333333333	0.191489361702	0.0756756756757
gmaxwell	0.239316239316	0.256830601093	0.247104247104	0.245356793744	0.25	0.251764705882	0.249150072851	0.238679245283	0.220889555222	0.239392352017
colindean	0.135220125786	0.0778816199377	0.72619047619	0.0909090909091	0.0645161290323	0.0666666666667	0.102040816327	0.115853658537	0.14	0.0992907801418
mikegogulski	0.1525	0.14164305949	0.158536585366	0.137535816619	0.110817941953	0.0394736842105	0.2	0.0350877192982	0.127147766323	0.144376899696
All:
